experiment_id,experiment,evidence_type,code_commit,model,hardware,cell_id,relay_cell_id,policy,workload,policy_definition,wire_frame_bytes,wire_bytes_per_msg_assumed,rep,repetitions,seed,workload_trace_hash,zipf_alpha,pool_size,lineage_steps,distinct_lineages_total,phase_shift_at_request,n_requests,warmup_request_count,concurrency,fixed_output_tokens,kv_cache_tokens_per_instance_shadow,max_queue_relay,drain_timeout_s,topk,j,guard_ms,prefill_tokens_per_ms,queue_penalty_ms,cell_order_index,cell_order_sequence,generation_mode,vllm_cache_salt,semantic_prompt_contains_policy,metric_scope,status,request_count,overlap_fraction,overlap_seed_prefixes,overlap_seed_requests,cell_active_s,upserts_generated,upserts_per_s,offered_wire_bit_per_s,affinity_selection_rate,dispatch_state_age_defined_count,dispatch_state_age_mean_s,dispatch_state_age_p50_s,dispatch_state_age_p95_s,dispatcher_view_missing_at_dispatch_rate,source_view_false_negative_rate,source_view_false_positive_rate,physical_false_positive_affinity_rate,source_unique_prefixes_at_end,dispatcher_unique_prefixes_at_end,dispatcher_unique_prefixes_per_wire_byte,vllm_cached_token_rate,vllm_cached_tokens_total,vllm_cached_tokens_per_request,stale_fallback_count,stale_fallback_rate,mean_coverage_shortfall_tokens,ttft_mean_ms,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,latency_p50_ms,latency_p95_ms,throughput_requests_per_s,validation_attempt_count,validation_failure_count,fallback_count,incorrect_kv_reuse_count,retried_request_count,request_error_rate,rho,sig_bit_per_s,background_traffic,background_rate,relay_max_inflight,source_local_topk,gateway_global_topk,c0_tokens,theta_s,util_lambda,delay_gate_s,queue_gate_frames,prefix_length,source_upserts_sent,source_tombstones_sent,forced_owner_resets,source_suppressed_upserts,net_msgs_sent,net_msgs_delivered,net_wire_bytes_sent,net_undelivered_at_drain_end,ad_delivery_delay_mean_s,ad_delivery_delay_p50_s,ad_delivery_delay_p95_s,ad_delivery_delay_p99_s,tombstone_delay_p95_s,tc_sig_backlog_bytes_before,tc_sig_backlog_bytes_mid,tc_sig_backlog_bytes_after,tc_sig_dropped_after,tc_class110_sent_bytes_after,tc_class120_sent_bytes_after,tc_class120_sent_bytes_before,relay_forwarded,relay_drop_rate_limit,relay_drop_superseded,relay_drop_duplicate_holder,relay_drop_low_utility,relay_drop_queue_drop,relay_drop_expired,relay_max_queue
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,11858,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,0,5,20260726,e4f603806ba9fa56506923fc1abb70d8f375b22dd95d41cd26258c4549ada85c,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:StaticSemantic@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,44.11859786789864,184,4.1705767837622325,3469.919884090177,0.2708333333333333,66,29.876571062839393,27.818774700164795,42.216371059417725,0.34375,0.34375,0.0,0.0,47,47,0.002456103678929766,1.0,62400.0,650.0,0,0.0,0.0,350.4566861458333,159.858056,796.506443,829.561634,505.077711,1033.886817,2.1759531045715996,26,0,0,0,0,0.0,1.2,3033,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,88,19136,96,12.628011920235373,12.6521897315979,24.862885236740112,25.424559593200684,0.0,0,458,0,0,1221720,2772,2772,88,0,49,47,0,0,0,33
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep0,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,11859,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,0,5,20260726,e4f603806ba9fa56506923fc1abb70d8f375b22dd95d41cd26258c4549ada85c,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Ideal,Adaptive@rho1.2_c01024_theta30,StaticSemantic@rho1.2,RateFIFO@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:RateFIFO@rho1.2:rep0,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,51.48781269323081,184,3.5736612292366967,2973.286142724932,0.5416666666666666,66,12.838402325456792,3.9263954162597656,42.25678467750549,0.10416666666666667,0.10416666666666667,0.0,0.0,47,28,0.001463210702341137,1.0,64464.0,671.5,0,0.0,0.0,467.9443223020833,474.031233,848.371432,1290.798994,925.449937,1189.647605,1.8645189022104505,52,0,0,0,0,0.0,1.2,3033,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,46,19136,138,0.004925582719885785,0.00305938720703125,0.0038063526153564453,0.09203386306762695,0.0,0,0,0,0,1231008,2772,2772,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_Ideal_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,11860,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,1,5,20260726,ac7e950f077c19466f2992e842d3787a1a5797cc428746cc43417b95a53d52b3,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Ideal:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,52.29042306402698,184,3.5188087840616875,2927.648908339324,0.2604166666666667,59,6.108096098495742,2.808058500289917,28.198082208633423,0.0,0.0,0.0,0.0,59,59,0.0,1.0,63440.0,660.8333333333334,0,0.0,0.0,397.41765542708333,223.7967,850.132077,1019.694485,598.228046,1166.897179,1.8359002351626195,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@rho1.2_c01024_theta30,11861,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,1,5,20260726,ac7e950f077c19466f2992e842d3787a1a5797cc428746cc43417b95a53d52b3,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Adaptive@rho1.2_c01024_theta30:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,53.57154624070972,184,3.4346591224610945,2857.6363898876307,0.15625,59,40.276023189900286,42.09729838371277,51.92193388938904,0.3645833333333333,0.3645833333333333,0.0,0.0,59,15,0.0007838628762541806,1.0,48080.0,500.8333333333333,0,0.0,0.0,431.55046894791667,590.843478,766.757911,818.944474,786.023319,1006.368582,1.791996063892745,15,0,0,0,0,0.0,1.2,2439,False,none,4,False,16,1024.0,30.0,16.0,2.0,8,1024,184,0,0,0,184,30,19136,154,2.3495108524958295,2.2209463119506836,6.436025381088257,6.436053514480591,0.0,0,0,0,0,1237494,2814,2814,30,0,0,32,122,0,0,4
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,11862,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,1,5,20260726,ac7e950f077c19466f2992e842d3787a1a5797cc428746cc43417b95a53d52b3,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:RateFIFO@rho1.2:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,56.11671546893194,184,3.2788804273811865,2728.028515581147,0.3229166666666667,59,26.407404503579865,26.82191777229309,53.27717709541321,0.2604166666666667,0.2604166666666667,0.0,0.0,59,33,0.0017244983277591973,1.0,48080.0,500.8333333333333,0,0.0,0.0,493.2342092083333,605.660431,799.620621,881.904967,891.982139,1149.66314,1.7107202229814886,31,0,0,0,0,0.0,1.2,2439,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,46,19136,138,0.004444365916044816,0.0026280879974365234,0.003348827362060547,0.09382033348083496,0.0,0,0,0,0,1246782,2814,2814,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep1,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,11863,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,1,5,20260726,ac7e950f077c19466f2992e842d3787a1a5797cc428746cc43417b95a53d52b3,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Ideal,Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:StaticSemantic@rho1.2:rep1,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,53.470385022927076,184,3.4411571923617967,2863.0427840450147,0.21875,59,39.64652520519192,42.177329540252686,51.771551847457886,0.34375,0.34375,0.0,0.0,59,59,0.0030831939799331105,1.0,48080.0,500.8333333333333,0,0.0,0.0,434.32529492708335,595.261188,782.031697,812.53472,795.193069,1023.35687,1.7953863612322418,21,0,0,0,0,0.0,1.2,2439,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,105,19136,79,24.716434349332538,20.90785551071167,52.09096693992615,53.25932216644287,0.0,0,522,0,0,1265526,2814,2814,105,0,40,39,0,0,0,53
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,11864,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,2,5,20260726,f74a46abe5098e669ce9325c6e6d843e712afb742e1cefa12f9b2984c0aadfb1,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:RateFIFO@rho1.2:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,53.65050844103098,184,3.4296040307286257,2853.4305535662165,0.4895833333333333,61,15.342608377581737,8.35927939414978,47.40528059005737,0.125,0.125,0.0,0.0,52,31,0.0016199832775919732,1.0,58336.0,607.6666666666666,0,0.0,0.0,474.268454,583.962575,863.305023,1107.776313,879.99956,1171.857043,1.7893586247279787,47,0,0,0,0,0.0,1.2,2439,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,46,19136,138,0.18543358989383862,0.003009796142578125,2.2440154552459717,3.043203115463257,0.0,0,0,0,0,1275346,2814,2814,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_Ideal_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,11865,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,2,5,20260726,f74a46abe5098e669ce9325c6e6d843e712afb742e1cefa12f9b2984c0aadfb1,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Ideal:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,48.00133219873533,184,3.8332269454148147,3189.244818585126,0.15625,61,6.057695689748545,2.074953079223633,25.027055263519287,0.0,0.0,0.0,0.0,52,52,0.0,1.0,65504.0,682.3333333333334,0,0.0,0.0,352.92140458333336,103.803932,796.210807,865.249185,342.654002,1069.263929,1.9999444932599033,15,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,11866,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,2,5,20260726,f74a46abe5098e669ce9325c6e6d843e712afb742e1cefa12f9b2984c0aadfb1,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:StaticSemantic@rho1.2:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,51.44370355736464,184,3.5767253769904497,2975.8355136560544,0.20833333333333334,61,35.97843331196269,39.05780029296875,49.50176930427551,0.34375,0.34375,0.0,0.0,52,52,0.002717391304347826,1.0,53216.0,554.3333333333334,0,0.0,0.0,422.67153460416665,617.132051,805.08252,862.056722,833.609838,1070.637692,1.8661175879950174,20,0,0,0,0,0.0,1.2,2657,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,101,19136,83,16.996071829654202,15.906633615493774,34.8073194026947,35.68638300895691,0.0,0,522,0,0,1293502,2814,2814,101,0,36,47,0,0,0,44
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep2,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@rho1.2_c01024_theta30,11867,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,2,5,20260726,f74a46abe5098e669ce9325c6e6d843e712afb742e1cefa12f9b2984c0aadfb1,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Adaptive@rho1.2_c01024_theta30:rep2,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,51.512410468421876,184,3.571954764430906,2971.866364006514,0.16666666666666666,61,33.11212289528768,38.799538135528564,49.62691831588745,0.3541666666666667,0.3541666666666667,0.0,0.0,52,15,0.0007838628762541806,1.0,52192.0,543.6666666666666,0,0.0,0.0,427.2031189375,612.831729,810.067165,870.862272,818.570105,1066.141105,1.8636285727465596,16,0,0,0,0,0.0,1.2,2657,False,none,4,False,16,1024.0,30.0,16.0,2.0,8,1024,184,0,0,0,184,34,19136,150,2.2304023924995873,1.5912394523620605,5.93454384803772,6.487903118133545,0.0,0,0,0,0,1300638,2814,2814,34,0,4,28,118,0,0,7
20260726_formal4t4_reuse_intensive_Adaptive@rho1.2_c01024_theta30_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Adaptive@rho1.2_c01024_theta30,11868,Adaptive,reuse_intensive,StaticSemantic plus EWMA-delay/queue-aware utility admission and dynamic tightening of the global useful-prefix set.,64,104,3,5,20260726,c649a3c7052977772c837d520dd9e0ec1c5d073d9721087b89e26d8373169933,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Adaptive@rho1.2_c01024_theta30:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,54.82187518617138,184,3.356324448500684,2792.461941152569,0.22916666666666666,65,32.88661965223459,41.00532793998718,52.91528677940369,0.3541666666666667,0.3541666666666667,0.0,0.0,49,16,0.0008361204013377926,1.0,55232.0,575.3333333333334,0,0.0,0.0,425.65366804166666,251.605732,851.724209,869.449588,638.995499,1113.413384,1.7511257992177482,22,0,0,0,0,0.0,1.2,2657,False,none,4,False,16,1024.0,30.0,16.0,2.0,8,1024,184,0,0,0,184,40,19136,144,1.368936502933502,0.07293486595153809,4.75151252746582,6.031310319900513,0.0,0,0,0,0,1309280,2814,2814,40,0,11,30,103,0,0,7
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,11869,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,3,5,20260726,c649a3c7052977772c837d520dd9e0ec1c5d073d9721087b89e26d8373169933,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,1,"Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:RateFIFO@rho1.2:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,56.4093332872726,184,3.2618715605616835,2713.8771383873204,0.4791666666666667,65,18.684671354293823,5.29260516166687,52.85322427749634,0.15625,0.15625,0.0,0.0,49,26,0.001358695652173913,1.0,60368.0,628.8333333333334,0,0.0,0.0,440.49544898958334,388.807292,799.785081,868.605085,830.297946,1138.076839,1.7018460315974,46,0,0,0,0,0.0,1.2,2657,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,46,19136,138,0.004753646643265434,0.0029578208923339844,0.003419160842895508,0.09077763557434082,0.0,0,0,0,0,1318568,2814,2814,46,138,0,0,0,0,0,1
20260726_formal4t4_reuse_intensive_Ideal_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,Ideal,11870,Ideal,reuse_intensive,Immediate dispatcher visibility; no signaling cost; upper bound.,64,104,3,5,20260726,c649a3c7052977772c837d520dd9e0ec1c5d073d9721087b89e26d8373169933,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,2,"Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:Ideal:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,50.50566076627001,184,3.6431559791191486,3031.1057746271317,0.2604166666666667,65,4.6265682660616365,1.0668315887451172,25.702517986297607,0.0,0.0,0.0,0.0,49,49,0.0,1.0,69584.0,724.8333333333334,0,0.0,0.0,328.88355355208336,103.86731,786.729468,817.623196,353.624451,1042.88774,1.9007770325839037,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260726_formal4t4_reuse_intensive_StaticSemantic@rho1.2_rep3,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,StaticSemantic@rho1.2,11871,StaticSemantic,reuse_intensive,"Static semantic aggregation: latest-update replacement, non-preemptive invalidation priority, and at-most-two queued/advertised owners per prefix.",64,104,3,5,20260726,c649a3c7052977772c837d520dd9e0ec1c5d073d9721087b89e26d8373169933,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,3,"Adaptive@rho1.2_c01024_theta30,RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:StaticSemantic@rho1.2:rep3,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,54.34949841769412,184,3.3854958252953558,2816.732526645736,0.25,65,34.2964499436892,40.24416470527649,52.561158895492554,0.3541666666666667,0.3541666666666667,0.0,0.0,49,49,0.00256061872909699,1.0,55232.0,575.3333333333334,0,0.0,0.0,409.37891322916664,225.906149,802.955869,865.945482,553.915068,1068.081584,1.7663456479801858,24,0,0,0,0,0.0,1.2,2525,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,98,19136,86,15.227289547725599,13.522806406021118,33.79271912574768,34.887139320373535,0.0,0,458,0,0,1336202,2898,2898,98,0,44,42,0,0,0,39
20260726_formal4t4_reuse_intensive_RateFIFO@rho1.2_rep4,formal4t4_live_vllm_real_kernel_link,hybrid_live_vllm_real_kernel_link,4f09a541090cf3c8249425d83f1c0ef1012ec1d8,/home/byh/.cache/modelscope/qwen/Qwen2.5-1.5B-Instruct,4x Tesla T4; Qwen2.5-1.5B-Instruct; one vLLM instance/GPU on host; docker gateway+tc state channel,RateFIFO@rho1.2,11872,RateFIFO,reuse_intensive,FIFO plus only a token bucket at the same physical signaling rate; no KV-state semantics.,64,104,4,5,20260726,18017c1b0a422dad005913a1a014a3f25babd71e71846c8071b85d5fc40290df,1.2,64,3,128,60,120,24,4,4,104544,4096,60.0,8,4,0.5,50.0,2.0,0,"RateFIFO@rho1.2,Ideal,StaticSemantic@rho1.2,Adaptive@rho1.2_c01024_theta30",greedy_temperature0_min_tokens_eq_max_tokens_ignore_eos,formal4t4:reuse_intensive:panel_b_L1024:RateFIFO@rho1.2:rep4,False,TTFT and cached-token telemetry are live vLLM measurements; the state channel is real kernel networking (docker + tc HTB).,VALID,96,0.25,16,64,53.50396614288911,184,3.4389973914943934,2861.245829723335,0.4375,66,16.52522986946684,5.144728422164917,51.17092156410217,0.17708333333333334,0.17708333333333334,0.0,0.0,45,27,0.001410953177257525,1.0,62416.0,650.1666666666666,0,0.0,0.0,420.72178714583333,311.830783,851.447803,963.470124,730.36263,1125.342987,1.7942595086057704,42,0,0,0,0,0.0,1.2,2525,False,none,4,False,0,,,,2.0,8,1024,184,0,0,0,184,46,19136,138,0.004779483961022418,0.0030329227447509766,0.003576993942260742,0.08933043479919434,0.0,0,0,0,0,1345490,2898,2898,46,138,0,0,0,0,0,1
