experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,hardware,mode,policy,admission,K,oracle_uses_future_trace,J,net_benefit_guard_tokens,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,selected_affinity_rate,mean_reuse_coverage,saved_prefill_tokens_total,incremental_saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_agenttrace_frozen_sketch_oracle_future_value_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,2,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6387251989270124,24616.0,40.0,1.0,1.0,896
20260716_agenttrace_frozen_sketch_oracle_future_value_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,4,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6402536264877868,24748.0,172.0,1.0,1.0,1408
20260716_agenttrace_frozen_sketch_oracle_future_value_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,8,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6397289205915757,24747.0,171.0,3.0,3.0,2432
20260716_agenttrace_frozen_sketch_oracle_future_value_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,16,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_oracle_future_value_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,32,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_oracle_future_value_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,64,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_frozen_sketch_oracle_future_value_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,128,True,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,96,0.0,0.6397289205915757,24747.0,171.0,4.0,4.0,2688
20260716_agenttrace_closed_loop_load_only_kinf_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,load_only,none,inf,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6408111083709702,24918.0,342.0,0.0,0.0,384
20260716_agenttrace_closed_loop_exact_kinf_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,exact,exact,inf,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,1.0,0.6495759530597865,26015.0,1439.0,1.0,1.0,8576
20260716_agenttrace_closed_loop_sketch_lru_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,768
20260716_agenttrace_closed_loop_sketch_lru_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1024
20260716_agenttrace_closed_loop_sketch_lru_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1536
20260716_agenttrace_closed_loop_sketch_lru_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,2560
20260716_agenttrace_closed_loop_sketch_lru_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_lru_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_lru_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,9728
20260716_agenttrace_closed_loop_sketch_lfu_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,768
20260716_agenttrace_closed_loop_sketch_lfu_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1024
20260716_agenttrace_closed_loop_sketch_lfu_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1536
20260716_agenttrace_closed_loop_sketch_lfu_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,2560
20260716_agenttrace_closed_loop_sketch_lfu_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_lfu_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_lfu_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,9728
20260716_agenttrace_closed_loop_sketch_coverage_first_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,1.0,1.0,768
20260716_agenttrace_closed_loop_sketch_coverage_first_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,1.0,1.0,1024
20260716_agenttrace_closed_loop_sketch_coverage_first_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,2.0,2.0,1536
20260716_agenttrace_closed_loop_sketch_coverage_first_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,2.0,2.0,2560
20260716_agenttrace_closed_loop_sketch_coverage_first_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_coverage_first_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_coverage_first_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,9728
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,2,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,768
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,4,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1024
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,8,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,1536
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,16,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,2560
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,32,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,64,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_saved_prefill_first_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,86adc13cec5f5a186ade1082f0fb1da4944533a4,pagarsky/agent-trace: nl2bash_1_7B_20260403T211347Z,https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,250313ae096b0bb8c1986b6f571b68f4ff7617a12026db20214ad84188d12ae5,False,CPU-only; no live vLLM request,closed_loop,sketch,saved_prefill_first,128,False,4,512,0,2,20260716,38b4a3a6454bb1f788ad1914150602685aa52997482de2e71e88c406aee8c9b1,128,32,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,96,0.0,0.6452375880050231,25415.0,839.0,3.0,3.0,9728
